age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,87735499.135058,87872595.9788762,88643872.2165032
20-34,Female,Food_price,USD,54634798.2860975,53397317.6070599,55523656.4135665
20-34,Female,FL,mrh-eq,2970235.96969891,2960308.59980942,2999515.21714878
20-34,Male,CED,MJ,85971859.0478323,84676894.5497109,85063738.484824
20-34,Male,Food_price,USD,47913162.941227,47674495.2834933,48108432.4847502
20-34,Male,FL,mrh-eq,2810792.62491056,2773465.13132531,2781508.6756484
35-44,Female,CED,MJ,55300137.8198284,57201390.5829784,56934865.9923178
35-44,Female,Food_price,USD,28693104.1234493,29673960.8139889,29561122.4412162
35-44,Female,FL,mrh-eq,1890491.09922443,1957837.58139389,1945972.48931727
35-44,Male,CED,MJ,50680195.2212273,51355252.5824285,51040077.3628547
35-44,Male,Food_price,USD,28260212.0420474,28371808.8251927,28636938.1802286
35-44,Male,FL,mrh-eq,1700892.97622728,1720513.85319278,1716837.16113586
45-54,Female,CED,MJ,53313580.7484107,55080620.2963884,54094206.6398991
45-54,Female,Food_price,USD,29301057.4963526,31474131.2415613,29435159.8426995
45-54,Female,FL,mrh-eq,1831695.49240522,1895632.05982068,1851115.40498412
45-54,Male,CED,MJ,49242754.3949595,49324648.6783265,48829232.9286716
45-54,Male,Food_price,USD,25322452.1983453,25742929.4589363,24966955.6118285
45-54,Male,FL,mrh-eq,1692961.54420569,1694110.55990305,1672834.13919429
55-64,Female,CED,MJ,68382437.6149828,70121274.1965179,69142649.5913833
55-64,Female,Food_price,USD,38015324.2020091,39210968.771331,38410130.1976027
55-64,Female,FL,mrh-eq,2356593.32139209,2412939.76531746,2382179.16349083
55-64,Male,CED,MJ,57874462.6463359,59617147.9763499,58592150.8208684
55-64,Male,Food_price,USD,27774403.9494912,29437691.7048672,28147620.8407907
55-64,Male,FL,mrh-eq,2005465.91927358,2078630.52104615,2031611.41594582
65-74,Female,CED,MJ,43852099.1115787,43219925.9479608,43420002.1278248
65-74,Female,Food_price,USD,24029907.9389697,23533372.1556418,23244349.9533562
65-74,Female,FL,mrh-eq,1508346.65176059,1481036.756439,1484151.94527481
65-74,Male,CED,MJ,35785440.3722517,35937835.171695,36071766.4494336
65-74,Male,Food_price,USD,16676869.035899,17372009.7000291,17257345.8575055
65-74,Male,FL,mrh-eq,1228330.84283703,1236009.59651049,1243595.69528228
75+,Female,CED,MJ,32650917.1018601,32815763.2400424,32471397.4643419
75+,Female,Food_price,USD,17785282.3959655,17367421.9263435,17248313.9871186
75+,Female,FL,mrh-eq,1151963.38409329,1147047.71324563,1140020.86708176
75+,Male,CED,MJ,24150834.3453761,23931366.2030147,24178563.0278566
75+,Male,Food_price,USD,11383584.8523429,11375645.1605075,11788313.7200216
75+,Male,FL,mrh-eq,817514.982824121,813309.383452942,826821.981854901
