race_gp,outcome,outcome_unit,X1,X2,X3
HIS,CED,MJ,1.51770872050426,1.51770872050426,1.51770872050426
HIS,Food_price,USD,0.754381453037048,0.754381453037048,0.754381453037048
HIS,FL,mrh-eq,0.0534322333480852,0.0534322333480852,0.0534322333480852
NHB,CED,MJ,1.46126697465893,1.46126697465893,1.46126697465893
NHB,Food_price,USD,0.71956451055391,0.71956451055391,0.71956451055391
NHB,FL,mrh-eq,0.0502965026814202,0.0502965026814202,0.0502965026814202
NHW,CED,MJ,1.53110953104168,1.53110953104168,1.53110953104168
NHW,Food_price,USD,0.840500400965473,0.840500400965473,0.840500400965473
NHW,FL,mrh-eq,0.0540630677943194,0.0540630677943194,0.0540630677943194
OTH,CED,MJ,1.48879622251266,1.48879622251266,1.48879622251266
OTH,Food_price,USD,0.796926248984417,0.796926248984417,0.796926248984417
OTH,FL,mrh-eq,0.0540714820604446,0.0540714820604446,0.0540714820604446
